code,description,sex,diagnosis_count,category
A00,Cholera,Male,9.0,Certain infectious and parasitic diseases (A00–B99)
A01,Typhoid and paratyphoid fevers,Male,552.0,Certain infectious and parasitic diseases (A00–B99)
A02,Other salmonella infections,Male,1014.0,Certain infectious and parasitic diseases (A00–B99)
A03,Shigellosis,Male,424.0,Certain infectious and parasitic diseases (A00–B99)
A04,Other bacterial intestinal infections,Male,13214.0,Certain infectious and parasitic diseases (A00–B99)
A05,"Other bacterial foodborne intoxications, not elsewhere classified",Male,360.0,Certain infectious and parasitic diseases (A00–B99)
A06,Amoebiasis,Male,47.0,Certain infectious and parasitic diseases (A00–B99)
A07,Other protozoal intestinal diseases,Male,281.0,Certain infectious and parasitic diseases (A00–B99)
A08,Viral and other specified intestinal infections,Male,14013.0,Certain infectious and parasitic diseases (A00–B99)
A09,Other gastroenteritis and colitis of infectious and unspecified origin,Male,57354.0,Certain infectious and parasitic diseases (A00–B99)
A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",Male,1769.0,Certain infectious and parasitic diseases (A00–B99)
A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",Male,960.0,Certain infectious and parasitic diseases (A00–B99)
A17,Tuberculosis of nervous system,Male,222.0,Certain infectious and parasitic diseases (A00–B99)
A18,Tuberculosis of other organs,Male,597.0,Certain infectious and parasitic diseases (A00–B99)
A19,Miliary tuberculosis,Male,376.0,Certain infectious and parasitic diseases (A00–B99)
A21,Tularaemia,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
A22,Anthrax,Male,2.0,Certain infectious and parasitic diseases (A00–B99)
A23,Brucellosis,Male,11.0,Certain infectious and parasitic diseases (A00–B99)
A24,Glanders and melioidosis,Male,6.0,Certain infectious and parasitic diseases (A00–B99)
A25,Rat-bite fevers,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
A26,Erysipeloid,Male,11.0,Certain infectious and parasitic diseases (A00–B99)
A27,Leptospirosis,Male,140.0,Certain infectious and parasitic diseases (A00–B99)
A28,"Other zoonotic bacterial diseases, not elsewhere classified",Male,22.0,Certain infectious and parasitic diseases (A00–B99)
A30,Leprosy [Hansen disease],Male,4.0,Certain infectious and parasitic diseases (A00–B99)
A31,Infection due to other mycobacteria,Male,464.0,Certain infectious and parasitic diseases (A00–B99)
A32,Listeriosis,Male,140.0,Certain infectious and parasitic diseases (A00–B99)
A35,Other tetanus,Male,16.0,Certain infectious and parasitic diseases (A00–B99)
A36,Diphtheria,Male,19.0,Certain infectious and parasitic diseases (A00–B99)
A37,Whooping cough,Male,255.0,Certain infectious and parasitic diseases (A00–B99)
A38,Scarlet fever,Male,720.0,Certain infectious and parasitic diseases (A00–B99)
A39,Meningococcal infection,Male,390.0,Certain infectious and parasitic diseases (A00–B99)
A40,Streptococcal sepsis,Male,6107.0,Certain infectious and parasitic diseases (A00–B99)
A41,Other sepsis,Male,124333.0,Certain infectious and parasitic diseases (A00–B99)
A42,Actinomycosis,Male,33.0,Certain infectious and parasitic diseases (A00–B99)
A43,Nocardiosis,Male,23.0,Certain infectious and parasitic diseases (A00–B99)
A44,Bartonellosis,Male,1.0,Certain infectious and parasitic diseases (A00–B99)
A46,Erysipelas,Male,137.0,Certain infectious and parasitic diseases (A00–B99)
A48,"Other bacterial diseases, not elsewhere classified",Male,679.0,Certain infectious and parasitic diseases (A00–B99)
A49,Bacterial infection of unspecified site,Male,11083.0,Certain infectious and parasitic diseases (A00–B99)
A50,Congenital syphilis,Male,7.0,Certain infectious and parasitic diseases (A00–B99)
A51,Early syphilis,Male,100.0,Certain infectious and parasitic diseases (A00–B99)
A52,Late syphilis,Male,331.0,Certain infectious and parasitic diseases (A00–B99)
A53,Other and unspecified syphilis,Male,95.0,Certain infectious and parasitic diseases (A00–B99)
A54,Gonococcal infection,Male,125.0,Certain infectious and parasitic diseases (A00–B99)
A55,Chlamydial lymphogranuloma (venereum),Male,15.0,Certain infectious and parasitic diseases (A00–B99)
A56,Other sexually transmitted chlamydial diseases,Male,18.0,Certain infectious and parasitic diseases (A00–B99)
A57,Chancroid,Male,1.0,Certain infectious and parasitic diseases (A00–B99)
A59,Trichomoniasis,Male,0.0,Certain infectious and parasitic diseases (A00–B99)
A60,Anogenital herpesviral [herpes simplex] infection,Male,35.0,Certain infectious and parasitic diseases (A00–B99)
A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",Male,643.0,Certain infectious and parasitic diseases (A00–B99)
A64,Unspecified sexually transmitted disease,Male,18.0,Certain infectious and parasitic diseases (A00–B99)
A65,Nonvenereal syphilis,Male,0.0,Certain infectious and parasitic diseases (A00–B99)
A66,Yaws,Male,4.0,Certain infectious and parasitic diseases (A00–B99)
A68,Relapsing fevers,Male,11.0,Certain infectious and parasitic diseases (A00–B99)
A69,Other spirochaetal infections,Male,329.0,Certain infectious and parasitic diseases (A00–B99)
A70,Chlamydia psittaci infection,Male,6.0,Certain infectious and parasitic diseases (A00–B99)
A74,Other diseases caused by chlamydiae,Male,12.0,Certain infectious and parasitic diseases (A00–B99)
A75,Typhus fever,Male,14.0,Certain infectious and parasitic diseases (A00–B99)
A77,Spotted fever [tick-borne rickettsioses],Male,3.0,Certain infectious and parasitic diseases (A00–B99)
A78,Q fever,Male,11.0,Certain infectious and parasitic diseases (A00–B99)
A79,Other rickettsioses,Male,6.0,Certain infectious and parasitic diseases (A00–B99)
A80,Acute poliomyelitis,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
A81,Atypical virus infections of central nervous system,Male,122.0,Certain infectious and parasitic diseases (A00–B99)
A82,Rabies,Male,2.0,Certain infectious and parasitic diseases (A00–B99)
A83,Mosquito-borne viral encephalitis,Male,6.0,Certain infectious and parasitic diseases (A00–B99)
A84,Tick-borne viral encephalitis,Male,12.0,Certain infectious and parasitic diseases (A00–B99)
A85,"Other viral encephalitis, not elsewhere classified",Male,78.0,Certain infectious and parasitic diseases (A00–B99)
A86,Unspecified viral encephalitis,Male,654.0,Certain infectious and parasitic diseases (A00–B99)
A87,Viral meningitis,Male,1797.0,Certain infectious and parasitic diseases (A00–B99)
A88,"Other viral infections of central nervous system, not elsewhere classified",Male,31.0,Certain infectious and parasitic diseases (A00–B99)
A89,Unspecified viral infection of central nervous system,Male,33.0,Certain infectious and parasitic diseases (A00–B99)
A92,Other mosquito-borne viral fevers,Male,15.0,Certain infectious and parasitic diseases (A00–B99)
A93,"Other arthropod-borne viral fevers, not elsewhere classified",Male,3.0,Certain infectious and parasitic diseases (A00–B99)
A94,Unspecified arthropod-borne viral fever,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
A95,Yellow fever,Male,0.0,Certain infectious and parasitic diseases (A00–B99)
A97,Dengue,Male,240.0,Certain infectious and parasitic diseases (A00–B99)
A98,"Other viral haemorrhagic fevers, not elsewhere classified",Male,1.0,Certain infectious and parasitic diseases (A00–B99)
A99,Unspecified viral haemorrhagic fever,Male,5.0,Certain infectious and parasitic diseases (A00–B99)
B00,Herpesviral [herpes simplex] infections,Male,2222.0,Certain infectious and parasitic diseases (A00–B99)
B01,Varicella [chickenpox],Male,2003.0,Certain infectious and parasitic diseases (A00–B99)
B02,Zoster [herpes zoster],Male,2317.0,Certain infectious and parasitic diseases (A00–B99)
B04,Monkeypox,Male,17.0,Certain infectious and parasitic diseases (A00–B99)
B05,Measles,Male,281.0,Certain infectious and parasitic diseases (A00–B99)
B06,Rubella [German measles],Male,1.0,Certain infectious and parasitic diseases (A00–B99)
B07,Viral warts,Male,1628.0,Certain infectious and parasitic diseases (A00–B99)
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Male,939.0,Certain infectious and parasitic diseases (A00–B99)
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,Male,611.0,Certain infectious and parasitic diseases (A00–B99)
B15,Acute hepatitis A,Male,375.0,Certain infectious and parasitic diseases (A00–B99)
B16,Acute hepatitis B,Male,170.0,Certain infectious and parasitic diseases (A00–B99)
B17,Other acute viral hepatitis,Male,1207.0,Certain infectious and parasitic diseases (A00–B99)
B18,Chronic viral hepatitis,Male,355.0,Certain infectious and parasitic diseases (A00–B99)
B19,Unspecified viral hepatitis,Male,182.0,Certain infectious and parasitic diseases (A00–B99)
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,Male,936.0,Certain infectious and parasitic diseases (A00–B99)
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,Male,368.0,Certain infectious and parasitic diseases (A00–B99)
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,Male,110.0,Certain infectious and parasitic diseases (A00–B99)
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions,Male,301.0,Certain infectious and parasitic diseases (A00–B99)
B24,Unspecified human immunodeficiency virus [HIV] disease,Male,329.0,Certain infectious and parasitic diseases (A00–B99)
B25,Cytomegaloviral disease,Male,423.0,Certain infectious and parasitic diseases (A00–B99)
B26,Mumps,Male,112.0,Certain infectious and parasitic diseases (A00–B99)
B27,Infectious mononucleosis,Male,2424.0,Certain infectious and parasitic diseases (A00–B99)
B30,Viral conjunctivitis,Male,81.0,Certain infectious and parasitic diseases (A00–B99)
B33,"Other viral diseases, not elsewhere classified",Male,106.0,Certain infectious and parasitic diseases (A00–B99)
B34,Viral infection of unspecified site,Male,50357.0,Certain infectious and parasitic diseases (A00–B99)
B35,Dermatophytosis,Male,445.0,Certain infectious and parasitic diseases (A00–B99)
B36,Other superficial mycoses,Male,142.0,Certain infectious and parasitic diseases (A00–B99)
B37,Candidiasis,Male,3386.0,Certain infectious and parasitic diseases (A00–B99)
B38,Coccidioidomycosis,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
B39,Histoplasmosis,Male,24.0,Certain infectious and parasitic diseases (A00–B99)
B41,Paracoccidioidomycosis,Male,2.0,Certain infectious and parasitic diseases (A00–B99)
B42,Sporotrichosis,Male,1.0,Certain infectious and parasitic diseases (A00–B99)
B43,Chromomycosis and phaeomycotic abscess,Male,6.0,Certain infectious and parasitic diseases (A00–B99)
B44,Aspergillosis,Male,967.0,Certain infectious and parasitic diseases (A00–B99)
B45,Cryptococcosis,Male,96.0,Certain infectious and parasitic diseases (A00–B99)
B46,Zygomycosis,Male,11.0,Certain infectious and parasitic diseases (A00–B99)
B47,Mycetoma,Male,18.0,Certain infectious and parasitic diseases (A00–B99)
B48,"Other mycoses, not elsewhere classified",Male,7.0,Certain infectious and parasitic diseases (A00–B99)
B49,Unspecified mycosis,Male,261.0,Certain infectious and parasitic diseases (A00–B99)
B50,Plasmodium falciparum malaria,Male,1424.0,Certain infectious and parasitic diseases (A00–B99)
B51,Plasmodium vivax malaria,Male,112.0,Certain infectious and parasitic diseases (A00–B99)
B52,Plasmodium malariae malaria,Male,24.0,Certain infectious and parasitic diseases (A00–B99)
B53,Other parasitologically confirmed malaria,Male,83.0,Certain infectious and parasitic diseases (A00–B99)
B54,Unspecified malaria,Male,243.0,Certain infectious and parasitic diseases (A00–B99)
B55,Leishmaniasis,Male,117.0,Certain infectious and parasitic diseases (A00–B99)
B56,African trypanosomiasis,Male,0.0,Certain infectious and parasitic diseases (A00–B99)
B58,Toxoplasmosis,Male,32.0,Certain infectious and parasitic diseases (A00–B99)
B59,Pneumocystosis,Male,681.0,Certain infectious and parasitic diseases (A00–B99)
B60,"Other protozoal diseases, not elsewhere classified",Male,21.0,Certain infectious and parasitic diseases (A00–B99)
B65,Schistosomiasis [bilharziasis],Male,63.0,Certain infectious and parasitic diseases (A00–B99)
B66,Other fluke infections,Male,1.0,Certain infectious and parasitic diseases (A00–B99)
B67,Echinococcosis,Male,86.0,Certain infectious and parasitic diseases (A00–B99)
B68,Taeniasis,Male,4.0,Certain infectious and parasitic diseases (A00–B99)
B69,Cysticercosis,Male,16.0,Certain infectious and parasitic diseases (A00–B99)
B70,Diphyllobothriasis and sparganosis,Male,1.0,Certain infectious and parasitic diseases (A00–B99)
B71,Other cestode infections,Male,2.0,Certain infectious and parasitic diseases (A00–B99)
B73,Onchocerciasis,Male,1.0,Certain infectious and parasitic diseases (A00–B99)
B74,Filariasis,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
B76,Hookworm diseases,Male,6.0,Certain infectious and parasitic diseases (A00–B99)
B77,Ascariasis,Male,0.0,Certain infectious and parasitic diseases (A00–B99)
B78,Strongyloidiasis,Male,8.0,Certain infectious and parasitic diseases (A00–B99)
B79,Trichuriasis,Male,2.0,Certain infectious and parasitic diseases (A00–B99)
B80,Enterobiasis,Male,149.0,Certain infectious and parasitic diseases (A00–B99)
B81,"Other intestinal helminthiases, not elsewhere classified",Male,0.0,Certain infectious and parasitic diseases (A00–B99)
B82,Unspecified intestinal parasitism,Male,34.0,Certain infectious and parasitic diseases (A00–B99)
B83,Other helminthiases,Male,18.0,Certain infectious and parasitic diseases (A00–B99)
B85,Pediculosis and phthiriasis,Male,7.0,Certain infectious and parasitic diseases (A00–B99)
B86,Scabies,Male,309.0,Certain infectious and parasitic diseases (A00–B99)
B87,Myiasis,Male,31.0,Certain infectious and parasitic diseases (A00–B99)
B88,Other infestations,Male,20.0,Certain infectious and parasitic diseases (A00–B99)
B89,Unspecified parasitic disease,Male,5.0,Certain infectious and parasitic diseases (A00–B99)
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
B96,Other specified bacterial agents as the cause of diseases classified to other chapters,Male,0.0,Certain infectious and parasitic diseases (A00–B99)
B97,Viral agents as the cause of diseases classified to other chapters,Male,3.0,Certain infectious and parasitic diseases (A00–B99)
B99,Other and unspecified infectious diseases,Male,10651.0,Certain infectious and parasitic diseases (A00–B99)
C00,Malignant neoplasm of lip,Male,237.0,Neoplasms (C00–D48)
C01,Malignant neoplasm of base of tongue,Male,4540.0,Neoplasms (C00–D48)
C02,Malignant neoplasm of other and unspecified parts of tongue,Male,2617.0,Neoplasms (C00–D48)
C03,Malignant neoplasm of gum,Male,487.0,Neoplasms (C00–D48)
C04,Malignant neoplasm of floor of mouth,Male,708.0,Neoplasms (C00–D48)
C05,Malignant neoplasm of palate,Male,553.0,Neoplasms (C00–D48)
C06,Malignant neoplasm of other and unspecified parts of mouth,Male,885.0,Neoplasms (C00–D48)
C07,Malignant neoplasm of parotid gland,Male,769.0,Neoplasms (C00–D48)
C08,Malignant neoplasm of other and unspecified major salivary glands,Male,175.0,Neoplasms (C00–D48)
C09,Malignant neoplasm of tonsil,Male,5216.0,Neoplasms (C00–D48)
C10,Malignant neoplasm of oropharynx,Male,1944.0,Neoplasms (C00–D48)
C11,Malignant neoplasm of nasopharynx,Male,1235.0,Neoplasms (C00–D48)
C12,Malignant neoplasm of piriform sinus,Male,663.0,Neoplasms (C00–D48)
C13,Malignant neoplasm of hypopharynx,Male,1241.0,Neoplasms (C00–D48)
C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",Male,462.0,Neoplasms (C00–D48)
C15,Malignant neoplasm of oesophagus,Male,34639.0,Neoplasms (C00–D48)
C16,Malignant neoplasm of stomach,Male,19873.0,Neoplasms (C00–D48)
C17,Malignant neoplasm of small intestine,Male,3712.0,Neoplasms (C00–D48)
C18,Malignant neoplasm of colon,Male,61885.0,Neoplasms (C00–D48)
C19,Malignant neoplasm of rectosigmoid junction,Male,9427.0,Neoplasms (C00–D48)
C20,Malignant neoplasm of rectum,Male,36159.0,Neoplasms (C00–D48)
C21,Malignant neoplasm of anus and anal canal,Male,1876.0,Neoplasms (C00–D48)
C22,Malignant neoplasm of liver and intrahepatic bile ducts,Male,16021.0,Neoplasms (C00–D48)
C23,Malignant neoplasm of gallbladder,Male,936.0,Neoplasms (C00–D48)
C24,Malignant neoplasm of other and unspecified parts of biliary tract,Male,3548.0,Neoplasms (C00–D48)
C25,Malignant neoplasm of pancreas,Male,24959.0,Neoplasms (C00–D48)
C26,Malignant neoplasm of other and ill-defined digestive organs,Male,668.0,Neoplasms (C00–D48)
C30,Malignant neoplasm of nasal cavity and middle ear,Male,558.0,Neoplasms (C00–D48)
C31,Malignant neoplasm of accessory sinuses,Male,621.0,Neoplasms (C00–D48)
C32,Malignant neoplasm of larynx,Male,4191.0,Neoplasms (C00–D48)
C33,Malignant neoplasm of trachea,Male,74.0,Neoplasms (C00–D48)
C34,Malignant neoplasm of bronchus and lung,Male,61399.0,Neoplasms (C00–D48)
C37,Malignant neoplasm of thymus,Male,390.0,Neoplasms (C00–D48)
C38,"Malignant neoplasm of heart, mediastinum and pleura",Male,664.0,Neoplasms (C00–D48)
C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,Male,12.0,Neoplasms (C00–D48)
C40,Malignant neoplasm of bone and articular cartilage of limbs,Male,2368.0,Neoplasms (C00–D48)
C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,Male,2351.0,Neoplasms (C00–D48)
C43,Malignant melanoma of skin,Male,17089.0,Neoplasms (C00–D48)
C44,Other malignant neoplasms of skin,Male,87672.0,Neoplasms (C00–D48)
C45,Mesothelioma,Male,8993.0,Neoplasms (C00–D48)
C46,Kaposi sarcoma,Male,123.0,Neoplasms (C00–D48)
C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,Male,226.0,Neoplasms (C00–D48)
C48,Malignant neoplasm of retroperitoneum and peritoneum,Male,971.0,Neoplasms (C00–D48)
C49,Malignant neoplasm of other connective and soft tissue,Male,4824.0,Neoplasms (C00–D48)
C50,Malignant neoplasm of breast,Male,1634.0,Neoplasms (C00–D48)
C51,Malignant neoplasm of vulva,Male,2.0,Neoplasms (C00–D48)
C52,Malignant neoplasm of vagina,Male,0.0,Neoplasms (C00–D48)
C53,Malignant neoplasm of cervix uteri,Male,0.0,Neoplasms (C00–D48)
C54,Malignant neoplasm of corpus uteri,Male,2.0,Neoplasms (C00–D48)
C55,"Malignant neoplasm of uterus, part unspecified",Male,0.0,Neoplasms (C00–D48)
C56,Malignant neoplasm of ovary,Male,9.0,Neoplasms (C00–D48)
C57,Malignant neoplasm of other and unspecified female genital organs,Male,1.0,Neoplasms (C00–D48)
C58,Malignant neoplasm of placenta,Male,0.0,Neoplasms (C00–D48)
C60,Malignant neoplasm of penis,Male,1595.0,Neoplasms (C00–D48)
C61,Malignant neoplasm of prostate,Male,94585.0,Neoplasms (C00–D48)
C62,Malignant neoplasm of testis,Male,5673.0,Neoplasms (C00–D48)
C63,Malignant neoplasm of other and unspecified male genital organs,Male,163.0,Neoplasms (C00–D48)
C64,"Malignant neoplasm of kidney, except renal pelvis",Male,21369.0,Neoplasms (C00–D48)
C65,Malignant neoplasm of renal pelvis,Male,1324.0,Neoplasms (C00–D48)
C66,Malignant neoplasm of ureter,Male,1916.0,Neoplasms (C00–D48)
C67,Malignant neoplasm of bladder,Male,52883.0,Neoplasms (C00–D48)
C68,Malignant neoplasm of other and unspecified urinary organs,Male,823.0,Neoplasms (C00–D48)
C69,Malignant neoplasm of eye and adnexa,Male,2065.0,Neoplasms (C00–D48)
C70,Malignant neoplasm of meninges,Male,123.0,Neoplasms (C00–D48)
C71,Malignant neoplasm of brain,Male,12696.0,Neoplasms (C00–D48)
C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",Male,1182.0,Neoplasms (C00–D48)
C73,Malignant neoplasm of thyroid gland,Male,2535.0,Neoplasms (C00–D48)
C74,Malignant neoplasm of adrenal gland,Male,1996.0,Neoplasms (C00–D48)
C75,Malignant neoplasm of other endocrine glands and related structures,Male,649.0,Neoplasms (C00–D48)
C76,Malignant neoplasm of other and ill-defined sites,Male,671.0,Neoplasms (C00–D48)
C77,Secondary and unspecified malignant neoplasm of lymph nodes,Male,9952.0,Neoplasms (C00–D48)
C78,Secondary malignant neoplasm of respiratory and digestive organs,Male,39138.0,Neoplasms (C00–D48)
C79,Secondary malignant neoplasm of other and unspecified sites,Male,26532.0,Neoplasms (C00–D48)
C80,Malignant neoplasm without specification of site,Male,5798.0,Neoplasms (C00–D48)
C81,Hodgkin lymphoma,Male,12804.0,Neoplasms (C00–D48)
C82,Follicular lymphoma,Male,11195.0,Neoplasms (C00–D48)
C83,Non-follicular lymphoma,Male,33818.0,Neoplasms (C00–D48)
C84,Mature T/NK-cell lymphomas,Male,3650.0,Neoplasms (C00–D48)
C85,Other and unspecified types of non-Hodgkin lymphoma,Male,8537.0,Neoplasms (C00–D48)
C86,Other specified types of T/NK-cell lymphoma,Male,1327.0,Neoplasms (C00–D48)
C88,Malignant immunoproliferative diseases,Male,4791.0,Neoplasms (C00–D48)
C90,Multiple myeloma and malignant plasma cell neoplasms,Male,97738.0,Neoplasms (C00–D48)
C91,Lymphoid leukaemia,Male,39558.0,Neoplasms (C00–D48)
C92,Myeloid leukaemia,Male,44705.0,Neoplasms (C00–D48)
C93,Monocytic leukaemia,Male,5349.0,Neoplasms (C00–D48)
C94,Other leukaemias of specified cell type,Male,1071.0,Neoplasms (C00–D48)
C95,Leukaemia of unspecified cell type,Male,525.0,Neoplasms (C00–D48)
C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",Male,668.0,Neoplasms (C00–D48)
C97,Malignant neoplasms of independent (primary) multiple sites,Male,15088.0,Neoplasms (C00–D48)
D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",Male,373.0,Neoplasms (C00–D48)
D01,Carcinoma in situ of other and unspecified digestive organs,Male,610.0,Neoplasms (C00–D48)
D02,Carcinoma in situ of middle ear and respiratory system,Male,425.0,Neoplasms (C00–D48)
D03,Melanoma in situ,Male,4208.0,Neoplasms (C00–D48)
D04,Carcinoma in situ of skin,Male,4397.0,Neoplasms (C00–D48)
D05,Carcinoma in situ of breast,Male,25.0,Neoplasms (C00–D48)
D06,Carcinoma in situ of cervix uteri,Male,1.0,Neoplasms (C00–D48)
D07,Carcinoma in situ of other and unspecified genital organs,Male,1342.0,Neoplasms (C00–D48)
D09,Carcinoma in situ of other and unspecified sites,Male,2235.0,Neoplasms (C00–D48)
D10,Benign neoplasm of mouth and pharynx,Male,1392.0,Neoplasms (C00–D48)
D11,Benign neoplasm of major salivary glands,Male,1508.0,Neoplasms (C00–D48)
D12,"Benign neoplasm of colon, rectum, anus and anal canal",Male,115747.0,Neoplasms (C00–D48)
D13,Benign neoplasm of other and ill-defined parts of digestive system,Male,2532.0,Neoplasms (C00–D48)
D14,Benign neoplasm of middle ear and respiratory system,Male,1919.0,Neoplasms (C00–D48)
D15,Benign neoplasm of other and unspecified intrathoracic organs,Male,372.0,Neoplasms (C00–D48)
D16,Benign neoplasm of bone and articular cartilage,Male,1364.0,Neoplasms (C00–D48)
D17,Benign lipomatous neoplasm,Male,11163.0,Neoplasms (C00–D48)
D18,"Haemangioma and lymphangioma, any site",Male,3570.0,Neoplasms (C00–D48)
D19,Benign neoplasm of mesothelial tissue,Male,42.0,Neoplasms (C00–D48)
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,Male,16.0,Neoplasms (C00–D48)
D21,Other benign neoplasms of connective and other soft tissue,Male,1090.0,Neoplasms (C00–D48)
D22,Melanocytic naevi,Male,10547.0,Neoplasms (C00–D48)
D23,Other benign neoplasms of skin,Male,5736.0,Neoplasms (C00–D48)
D24,Benign neoplasm of breast,Male,55.0,Neoplasms (C00–D48)
D25,Leiomyoma of uterus,Male,2.0,Neoplasms (C00–D48)
D26,Other benign neoplasms of uterus,Male,1.0,Neoplasms (C00–D48)
D27,Benign neoplasm of ovary,Male,8.0,Neoplasms (C00–D48)
D28,Benign neoplasm of other and unspecified female genital organs,Male,0.0,Neoplasms (C00–D48)
D29,Benign neoplasm of male genital organs,Male,646.0,Neoplasms (C00–D48)
D30,Benign neoplasm of urinary organs,Male,1033.0,Neoplasms (C00–D48)
D31,Benign neoplasm of eye and adnexa,Male,292.0,Neoplasms (C00–D48)
D32,Benign neoplasm of meninges,Male,2059.0,Neoplasms (C00–D48)
D33,Benign neoplasm of brain and other parts of central nervous system,Male,1434.0,Neoplasms (C00–D48)
D34,Benign neoplasm of thyroid gland,Male,328.0,Neoplasms (C00–D48)
D35,Benign neoplasm of other and unspecified endocrine glands,Male,4239.0,Neoplasms (C00–D48)
D36,Benign neoplasm of other and unspecified sites,Male,1549.0,Neoplasms (C00–D48)
D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,Male,5741.0,Neoplasms (C00–D48)
D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,Male,675.0,Neoplasms (C00–D48)
D39,Neoplasm of uncertain or unknown behaviour of female genital organs,Male,0.0,Neoplasms (C00–D48)
D40,Neoplasm of uncertain or unknown behaviour of male genital organs,Male,424.0,Neoplasms (C00–D48)
D41,Neoplasm of uncertain or unknown behaviour of urinary organs,Male,3102.0,Neoplasms (C00–D48)
D42,Neoplasm of uncertain or unknown behaviour of meninges,Male,83.0,Neoplasms (C00–D48)
D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system,Male,1850.0,Neoplasms (C00–D48)
D44,Neoplasm of uncertain or unknown behaviour of endocrine glands,Male,948.0,Neoplasms (C00–D48)
D45,Polycythaemia vera,Male,8175.0,Neoplasms (C00–D48)
D46,Myelodysplastic syndromes,Male,35911.0,Neoplasms (C00–D48)
D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",Male,11080.0,Neoplasms (C00–D48)
D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites,Male,2838.0,Neoplasms (C00–D48)
D50,Iron deficiency anaemia,Male,77321.0,Diseases of the blood and blood-forming organs (D50–D89)
D51,Vitamin B12 deficiency anaemia,Male,503.0,Diseases of the blood and blood-forming organs (D50–D89)
D52,Folate deficiency anaemia,Male,2405.0,Diseases of the blood and blood-forming organs (D50–D89)
D53,Other nutritional anaemias,Male,258.0,Diseases of the blood and blood-forming organs (D50–D89)
D55,Anaemia due to enzyme disorders,Male,317.0,Diseases of the blood and blood-forming organs (D50–D89)
D56,Thalassaemia,Male,8244.0,Diseases of the blood and blood-forming organs (D50–D89)
D57,Sickle-cell disorders,Male,18027.0,Diseases of the blood and blood-forming organs (D50–D89)
D58,Other hereditary haemolytic anaemias,Male,1070.0,Diseases of the blood and blood-forming organs (D50–D89)
D59,Acquired haemolytic anaemia,Male,3454.0,Diseases of the blood and blood-forming organs (D50–D89)
D60,Acquired pure red cell aplasia [erythroblastopenia],Male,648.0,Diseases of the blood and blood-forming organs (D50–D89)
D61,Other aplastic anaemias,Male,10548.0,Diseases of the blood and blood-forming organs (D50–D89)
D62,Acute posthaemorrhagic anaemia,Male,126.0,Diseases of the blood and blood-forming organs (D50–D89)
D63,Anaemia in chronic diseases classified elsewhere,Male,8407.0,Diseases of the blood and blood-forming organs (D50–D89)
D64,Other anaemias,Male,38577.0,Diseases of the blood and blood-forming organs (D50–D89)
D65,Disseminated intravascular coagulation [defibrination syndrome],Male,67.0,Diseases of the blood and blood-forming organs (D50–D89)
D66,Hereditary factor VIII deficiency,Male,1984.0,Diseases of the blood and blood-forming organs (D50–D89)
D67,Hereditary factor IX deficiency,Male,544.0,Diseases of the blood and blood-forming organs (D50–D89)
D68,Other coagulation defects,Male,1503.0,Diseases of the blood and blood-forming organs (D50–D89)
D69,Purpura and other haemorrhagic conditions,Male,14295.0,Diseases of the blood and blood-forming organs (D50–D89)
D70,Agranulocytosis,Male,4666.0,Diseases of the blood and blood-forming organs (D50–D89)
D71,Functional disorders of polymorphonuclear neutrophils,Male,147.0,Diseases of the blood and blood-forming organs (D50–D89)
D72,Other disorders of white blood cells,Male,767.0,Diseases of the blood and blood-forming organs (D50–D89)
D73,Diseases of spleen,Male,875.0,Diseases of the blood and blood-forming organs (D50–D89)
D74,Methaemoglobinaemia,Male,137.0,Diseases of the blood and blood-forming organs (D50–D89)
