code,description,sex,diagnosis_count,category
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere,Female,10.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M02,Reactive arthropathies,Female,496.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M03,Postinfective and reactive arthropathies in diseases classified elsewhere,Female,11.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M05,Seropositive rheumatoid arthritis,Female,21518.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M06,Other rheumatoid arthritis,Female,29861.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M07,Psoriatic and enteropathic arthropathies,Female,1605.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M08,Juvenile arthritis,Female,7778.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M09,Juvenile arthritis in diseases classified elsewhere,Female,283.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M10,Gout,Female,2802.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M11,Other crystal arthropathies,Female,1993.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M12,Other specific arthropathies,Female,468.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M13,Other arthritis,Female,5975.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M14,Arthropathies in other diseases classified elsewhere,Female,135.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M15,Polyarthrosis,Female,22280.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M16,Coxarthrosis [arthrosis of hip],Female,50731.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M17,Gonarthrosis [arthrosis of knee],Female,60198.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M18,Arthrosis of first carpometacarpal joint,Female,5295.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M19,Other arthrosis,Female,21151.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M20,Acquired deformities of fingers and toes,Female,16187.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M21,Other acquired deformities of limbs,Female,3411.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M22,Disorders of patella,Female,1384.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M23,Internal derangement of knee,Female,13392.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M24,Other specific joint derangements,Female,5459.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M25,"Other joint disorders, not elsewhere classified",Female,57670.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M30,Polyarteritis nodosa and related conditions,Female,767.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M31,Other necrotizing vasculopathies,Female,7178.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M32,Systemic lupus erythematosus,Female,7411.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M33,Dermatopolymyositis,Female,2879.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M34,Systemic sclerosis,Female,2463.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M35,Other systemic involvement of connective tissue,Female,4708.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M36,Systemic disorders of connective tissue in diseases classified elsewhere,Female,19.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M40,Kyphosis and lordosis,Female,202.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M41,Scoliosis,Female,3347.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M42,Spinal osteochondrosis,Female,14.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M43,Other deforming dorsopathies,Female,3961.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M45,Ankylosing spondylitis,Female,1490.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M46,Other inflammatory spondylopathies,Female,5697.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M47,Spondylosis,Female,18736.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M48,Other spondylopathies,Female,16027.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M49,Spondylopathies in diseases classified elsewhere,Female,258.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M50,Cervical disc disorders,Female,5695.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M51,Other intervertebral disc disorders,Female,35654.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M53,"Other dorsopathies, not elsewhere classified",Female,2872.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M54,Dorsalgia,Female,88518.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M60,Myositis,Female,2443.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M61,Calcification and ossification of muscle,Female,68.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M62,Other disorders of muscle,Female,4622.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M63,Disorders of muscle in diseases classified elsewhere,Female,4.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M65,Synovitis and tenosynovitis,Female,8263.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M66,Spontaneous rupture of synovium and tendon,Female,1113.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M67,Other disorders of synovium and tendon,Female,7092.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M68,Disorders of synovium and tendon in diseases classified elsewhere,Female,2.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M70,"Soft tissue disorders related to use, overuse and pressure",Female,4577.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M71,Other bursopathies,Female,2841.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M72,Fibroblastic disorders,Female,7085.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M73,Soft tissue disorders in diseases classified elsewhere,Female,4.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M75,Shoulder lesions,Female,13751.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M76,"Enthesopathies of lower limb, excluding foot",Female,1481.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M77,Other enthesopathies,Female,2471.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M79,"Other soft tissue disorders, not elsewhere classified",Female,82055.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M80,Osteoporosis with pathological fracture,Female,11421.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M81,Osteoporosis without pathological fracture,Female,39016.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M82,Osteoporosis in diseases classified elsewhere,Female,26.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M83,Adult osteomalacia,Female,47.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M84,Disorders of continuity of bone,Female,6098.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M85,Other disorders of bone density and structure,Female,2890.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M86,Osteomyelitis,Female,7369.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M87,Osteonecrosis,Female,1406.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M88,Paget disease of bone [osteitis deformans],Female,164.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M89,Other disorders of bone,Female,2834.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M90,Osteopathies in diseases classified elsewhere,Female,1533.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M91,Juvenile osteochondrosis of hip and pelvis,Female,113.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M92,Other juvenile osteochondrosis,Female,317.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M93,Other osteochondropathies,Female,724.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M94,Other disorders of cartilage,Female,7455.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M95,Other acquired deformities of musculoskeletal system and connective tissue,Female,362.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M96,"Postprocedural musculoskeletal disorders, not elsewhere classified",Female,9612.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
M99,"Biomechanical lesions, not elsewhere classified",Female,306.0,Diseases of the musculoskeletal system and connective tissue (M00–M99)
N00,Acute nephritic syndrome,Female,91.0,Diseases of the genitourinary system (N00–N99)
N01,Rapidly progressive nephritic syndrome,Female,44.0,Diseases of the genitourinary system (N00–N99)
N02,Recurrent and persistent haematuria,Female,1184.0,Diseases of the genitourinary system (N00–N99)
N03,Chronic nephritic syndrome,Female,138.0,Diseases of the genitourinary system (N00–N99)
N04,Nephrotic syndrome,Female,2671.0,Diseases of the genitourinary system (N00–N99)
N05,Unspecified nephritic syndrome,Female,993.0,Diseases of the genitourinary system (N00–N99)
N06,Isolated proteinuria with specified morphological lesion,Female,41.0,Diseases of the genitourinary system (N00–N99)
N07,"Hereditary nephropathy, not elsewhere classified",Female,3.0,Diseases of the genitourinary system (N00–N99)
N08,Glomerular disorders in diseases classified elsewhere,Female,363.0,Diseases of the genitourinary system (N00–N99)
N10,Acute tubulo-interstitial nephritis,Female,6713.0,Diseases of the genitourinary system (N00–N99)
N11,Chronic tubulo-interstitial nephritis,Female,727.0,Diseases of the genitourinary system (N00–N99)
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",Female,29646.0,Diseases of the genitourinary system (N00–N99)
N13,Obstructive and reflux uropathy,Female,32160.0,Diseases of the genitourinary system (N00–N99)
N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,Female,135.0,Diseases of the genitourinary system (N00–N99)
N15,Other renal tubulo-interstitial diseases,Female,1093.0,Diseases of the genitourinary system (N00–N99)
N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,Female,71.0,Diseases of the genitourinary system (N00–N99)
N17,Acute renal failure,Female,49712.0,Diseases of the genitourinary system (N00–N99)
N18,Chronic kidney disease,Female,26938.0,Diseases of the genitourinary system (N00–N99)
N19,Unspecified kidney failure,Female,363.0,Diseases of the genitourinary system (N00–N99)
